意大利,Italy,阿布鲁佐,Abruzzo,,Controguerra,,DOC,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Montepulciano d'Abruzzo,,DOC,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Trebbiano d'Abruzzo,,DOC,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Montepulciano d'Abruzzo,,DOCG,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Alto Tirino,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Colli Aprutini,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Colli del Sangro,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Colline Frentane,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Colline Pescaresi ,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Colline Teatine,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,del Vastese/Histonium,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Terre di Chieti,,IGT,,,,
意大利,Italy,阿布鲁佐,Abruzzo,,Valle Peligna,,IGT,,,,
意大利,Italy,巴斯利卡塔,Basilicata,,Aglianico del Vulture,,DOC,,,,
意大利,Italy,巴斯利卡塔,Basilicata,,Matera,,DOC,,,,
意大利,Italy,巴斯利卡塔,Basilicata,,Terre dell'Alta Val d'Agri,,DOC,,,,
意大利,Italy,巴斯利卡塔,Basilicata,,Basilicata,,IGT,,,,
意大利,Italy,巴斯利卡塔,Basilicata,,Grottino di Roccanova,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Bivongi ,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Cirò,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Donnici,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Greco di Bianco,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Lamezia,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Melissa,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Pollino,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Sant'Anna di Isola Capo Rizzuto,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,San Vito di Luzzi,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Savuto,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Scavigna,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Verbicaro,,DOC,,,,
意大利,Italy,卡拉布里亚,Calabria,,Arghillà,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Calabria,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Condoleo ,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Costa Viola,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Esaro,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Lipuda,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Locride,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Palizzi,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Pellaro,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Scilla,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Val di Neto,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Valdamato,,IGT,,,,
意大利,Italy,卡拉布里亚,Calabria,,Valle del Crati ,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Aglianico del Taburno,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Aversa Asprinio,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Campi Flegrei,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Capri,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Castel San Lorenzo,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Cilento,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Costa d'Amalfi,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Falerno del Massico,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Galluccio,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Guardiolo,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Ischia,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Penisola Sorrentina,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Sannio,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Sant'Agata dei Goti,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Solopaca,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Taburno,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Vesuvio,,DOC,,,,
意大利,Italy,坎帕尼亚,Campania,,Fiano di Avellino,,DOCG,,,,
意大利,Italy,坎帕尼亚,Campania,,Greco di Tufo,,DOCG,,,,
意大利,Italy,坎帕尼亚,Campania,,Taurasi,,DOCG,,,,
意大利,Italy,坎帕尼亚,Campania,,Falanghina del Beneventano,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Campania,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Colli di Salerno,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Dugenta,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Epomeo,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Irpinia,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Paestum,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Pompeiano,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Roccamonfina,,IGT,,,,
意大利,Italy,坎帕尼亚,Campania,,Terre del Volturno,,IGT,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Albana di Romagna,,DOCG,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Bosco Eliceo,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Cagnina di Romagna,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli Bolognesi,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli Bolognesi Classico Pignoletto,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli di Faenza,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli di Imola,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli di Parma,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli di Rimini,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli di Scandiano e di Canossa,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli Piacentini,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Colli Romagna Centrale,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Lambrusco di Sorbara,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Lambrusco Grasparossa di Castelvetro,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Lambrusco Salamino di Santacroce,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Pagadebit di Romagna,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Reggiano,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Reno,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Romagna Albana Spumante (Bianco Spumante),,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Sangiovese di Romagna,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Trebbiano di Romagna,,DOC,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Bianco di Castelfranco Emilia,,IGT,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Emilia,,IGT,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Fortana del Taro produced,,IGT,,,,
意大利,Italy,艾米利亚-罗马涅,Emilia-Romagna,,Forlì,,IGT,,,,
